,N,D
334,133.99999999999997,17.000390303074767
335,133.99999999999997,29.352834297408744
336,133.3991013448414,18.00082297001075
337,133.0,21.30458683150109
338,133.0,16.608175424562944
339,132.19939667968956,12.125140397470922
340,131.5990872178098,16.04679578010916
341,130.99999999999994,22.41220977117366
342,130.99999999999994,7.6920273494129425
343,130.1993874404166,13.269448017911525
344,129.99999999999997,8.103535207392463
345,129.59907311705427,25.359374409892816
346,128.99999999999997,23.219096239078954
347,128.99999999999997,17.383940147409657
348,128.7993769447744,19.90510373256286
349,127.99999999999997,14.476991231785815
350,127.79937205419499,20.186007782261346
351,126.99999999999999,20.04975185874806
352,126.99999999999999,17.377496876496153
353,126.39905162961175,20.85635736603426
354,126.0,15.003731476349342
355,125.00000000000004,20.838346667859764
356,125.00000000000004,13.928128828682944
357,125.00000000000004,13.223000236866044
358,124.00000000000003,19.90097423302354
359,124.00000000000003,14.880480842224332
360,123.39902859830498,18.18333284507099
361,122.99999999999994,18.89381910774489
362,122.19934746884543,25.31355841741419
363,122.00000000000003,19.61130489734184
364,121.39901261240564,13.974532669591603
365,121.00000000000003,20.057567641387443
366,120.59900386955391,19.34541092896626
367,119.99999999999997,21.492868708048928
368,119.99999999999997,19.957903158207056
369,119.79932998043157,8.711070038678102
370,119.00000000000003,19.49514771061584
371,119.00000000000003,20.031898088784114
372,118.39898762206235,15.366532950950575
373,118.00000000000004,22.68386560571239
374,118.00000000000004,12.650538190282496
375,117.19931972493781,17.59876141823704
376,117.00000000000003,15.532830211759238
377,116.39897024699697,15.361364253867286
378,115.99999999999999,24.94221282821928
379,115.99999999999999,18.457118192967528
380,115.79930675597754,10.01093605437021
381,115.00000000000001,19.66389135747279
382,115.00000000000001,15.002594657767078
383,115.00000000000001,18.519664196695565
384,115.00000000000001,21.766533539018656
385,114.00000000000003,22.39849569648518
386,114.00000000000003,10.17130921843461
387,114.00000000000003,28.5503630170062
388,113.19929577137141,21.46029463217154
389,113.00000000000003,13.345718635925353
390,113.00000000000003,14.26823944904677
391,111.99999999999996,15.071318589057483
392,111.99999999999996,16.048146861696054
393,111.99999999999996,17.376049113677045
394,111.19928315066586,17.603662557037495
395,110.99999999999997,21.877972131258854
396,110.99999999999997,14.332513400450766
397,110.79927535875414,15.57759415368857
398,110.00000000000004,17.546435135650317
399,110.00000000000004,13.096773306343144
400,110.00000000000004,13.33947116936006
401,109.59890377019224,21.48179032169946
402,108.99999999999997,20.22631965171453
403,108.99999999999997,16.49108311316385
404,108.99999999999997,20.41740949339222
405,108.59889366348028,15.721633403796703
406,108.00000000000003,9.878692378302885
407,108.00000000000003,15.481031374694988
408,107.39888406094961,20.744197575701808
409,106.99999999999996,28.762892298408595
410,106.99999999999996,15.6656087634035
411,106.99999999999996,23.84193851340433
412,105.99999999999997,19.879814191285654
413,105.99999999999997,17.61776037646829
414,105.99999999999997,15.420261605119872
415,105.99999999999997,11.387878544696054
416,105.1992424201631,17.089096039588554
417,104.99999999999997,17.52083847646623
418,104.99999999999997,14.423488705049268
419,104.99999999999997,14.718265528021359
420,104.7992337122599,18.955155947902384
421,103.99999999999999,15.199370041630578
422,103.99999999999999,8.84315702256371
423,103.99999999999999,14.720438456356664
424,103.99999999999999,15.492796611658557
425,103.39884094626436,18.01838945596036
426,103.00000000000001,20.267905856766166
427,103.00000000000001,18.183332845071
428,103.00000000000001,12.630868786054936
429,102.398829641966,11.351687520514899
430,101.99999999999996,12.453320503439484
431,101.99999999999996,17.96529855756134
432,101.39881811499197,20.338356182130244
433,101.00000000000003,20.294715349801457
434,101.00000000000003,9.898771187077616
435,101.00000000000003,15.771909183185826
436,100.19920476665347,13.39304506747583
437,100.00000000000004,15.51199468372942
438,100.00000000000004,14.747936353790582
439,98.99999999999999,12.599526293432762
440,98.99999999999999,18.4024789866759
441,98.99999999999999,12.662883487036135
442,98.19918863596207,15.430562390265123
443,98.00000000000004,17.021456526717405
444,98.00000000000004,16.33836158677787
445,97.39876964335132,11.156006217298273
446,97.0,10.981757776856764
447,97.0,16.71329885488137
448,97.0,13.920467587066213
449,95.99999999999999,15.524286295580145
450,95.99999999999999,13.847614017205984
451,95.99999999999999,20.018525648231055
452,95.99999999999999,17.57235317353323
453,95.99999999999999,14.714982399091426
454,95.19916317441792,18.42807459002613
455,95.0,18.95668016139684
456,95.0,16.45955117471201
457,94.59872970180152,22.091550959537496
458,94.0,18.48655553270844
459,94.0,14.568280811725629
460,94.0,14.003829641038786
461,94.0,15.96389996557183
462,93.19914529328675,11.124216879390977
463,93.00000000000003,18.290472565348722
464,93.00000000000003,20.18570422414244
465,93.00000000000003,15.052665909864707
466,92.59870222559793,12.485978434578477
467,92.00000000000001,20.288174995445672
468,92.00000000000001,14.879256917150833
469,92.00000000000001,22.541448545274292
470,92.00000000000001,15.97220584934201
471,91.59868803689244,8.550187470989869
472,90.99999999999997,10.973494593849436
473,90.99999999999997,18.069151134272595
474,90.99999999999997,14.80582252564258
475,90.99999999999997,15.189238620213429
476,90.0,20.504022788119286
477,90.0,15.160195886390786
478,90.0,11.75702436144996
479,89.799105138702,12.530198693289332
480,88.99999999999999,16.623524965952992
481,88.99999999999999,17.196153601766376
482,88.99999999999999,13.806115603352891
483,88.99999999999999,18.107889546260864
484,88.39864456754997,13.96113424353787
485,88.00000000000003,17.806372670733907
486,88.00000000000003,14.531652409004671
487,88.00000000000003,18.319096728090518
488,88.00000000000003,13.565338491126688
489,87.59862803762532,18.30704039855983
490,87.0,21.24647598754272
491,87.0,12.717299356359131
492,87.0,13.035012741262554
493,87.0,10.019523616695906
494,86.19907620507348,17.376049113677052
495,85.99999999999997,14.900009099526205
496,85.99999999999997,16.964558412930163
497,85.99999999999997,12.521424035735388
498,85.99999999999997,17.24087762240858
499,85.99999999999997,17.296982640843293
500,85.00000000000001,20.36074914162953
501,85.00000000000001,16.743295685342428
502,85.00000000000001,12.066277711583972
503,85.00000000000001,14.465389309608879
504,85.00000000000001,17.78348522658822
505,85.00000000000001,11.846102915008919
506,84.59857930884502,10.435567225704622
507,83.99999999999999,20.543452461839195
508,83.99999999999999,16.801184336569044
509,83.99999999999999,17.726520247104972
510,83.99999999999999,21.013490402647307
511,83.99999999999999,19.724007188178383
512,83.99999999999999,8.198938758050797
513,83.79904075911928,16.08671367595971
514,83.00000000000003,13.652450951146776
515,83.00000000000003,17.78671355218154
516,83.00000000000003,13.327131211903454
517,83.00000000000003,17.10704956342838
518,83.00000000000003,13.709993237533201
519,82.7990291176423,10.373446338732801
520,82.00000000000001,17.817102640964954
521,82.00000000000001,13.892231111906504
522,82.00000000000001,17.32168630024307
523,82.00000000000001,18.935620001250562
524,82.00000000000001,13.51464020768606
525,81.19901959900008,12.981622425254601
526,81.00000000000003,13.70693501879529
527,81.00000000000003,16.43866876039906
528,81.00000000000003,18.190703472885847
529,81.00000000000003,20.65778524435309
530,81.00000000000003,14.006823831956316
531,80.79900496589767,9.523405536775913
532,79.99999999999997,16.670376161723343
533,79.99999999999997,11.618122876096397
534,79.99999999999997,17.746104193285266
535,79.99999999999997,18.142579244212193
536,79.99999999999997,13.168582751049314
537,79.99999999999997,12.024379901929718
538,79.99999999999997,10.114163414229305
539,79.59848991801171,13.238077813378919
540,79.0,11.606243380000276
541,79.0,11.53392470447556
542,79.0,15.148212366226392
543,79.0,13.714066622561102
544,79.0,13.81930198423183
545,78.7989795818859,8.262132317655473
546,78.0,10.150030142396743
547,78.0,14.698822573027218
548,78.0,17.046599112756756
549,78.0,15.631026508184112
550,77.59845093058759,13.657628218828624
551,77.00000000000001,16.163424169327772
552,77.00000000000001,16.396300493806987
553,77.00000000000001,21.529390599012753
554,77.00000000000001,9.025913446153421
555,77.00000000000001,11.505304191027285
556,76.19895560288602,12.922523054600761
557,76.0,18.831255418567874
558,76.0,16.765790374936046
559,76.0,13.785975305165655
560,75.59840987662623,14.513667635547439
561,74.99999999999997,14.085252744116524
562,74.99999999999997,17.13793103214783
563,74.99999999999997,21.916422231721114
564,74.99999999999997,12.181901102311206
565,74.99999999999997,9.326350102279884
566,74.99999999999997,17.474359962678044
567,74.59838852265835,18.161148965029593
568,74.00000000000003,11.119615859385787
569,74.00000000000003,14.152892123759331
570,74.00000000000003,16.786928573690844
571,74.00000000000003,15.74513370814141
572,74.00000000000003,12.497903937161157
573,74.00000000000003,12.936049800614246
574,74.00000000000003,16.988910482538383
575,73.19891303142546,11.35775145961605
576,72.99999999999999,16.459431275302233
577,72.99999999999999,16.544868520578632
578,72.99999999999999,14.325539422880713
579,72.99999999999999,17.896764995986587
580,72.99999999999999,12.547674631095283
581,72.99999999999999,14.305108776551783
582,72.19889805906739,14.502472148528037
583,72.0,17.562357516793533
584,72.0,14.373737488454273
585,72.0,12.19505935221776
586,72.0,14.720234000143137
587,72.0,15.638229650546114
588,71.39832243998467,15.662259979693523
589,71.0,8.919278234232436
590,71.0,12.893996235304943
591,71.0,8.656199435443282
592,71.0,12.309051692805053
593,71.0,8.516391205491406
594,71.0,10.953783060819084
595,70.39829865546139,14.64295816042021
596,70.00000000000003,13.292334049606056
597,70.00000000000003,15.25968689802452
598,70.00000000000003,18.669324740945825
599,70.00000000000003,13.115481896773423
600,70.00000000000003,9.244017406098537
601,70.00000000000003,7.068051677550786
602,69.39827418679346,13.81930198423183
603,69.00000000000001,15.112400588706299
604,69.00000000000001,18.708931543489435
605,69.00000000000001,11.313271452923132
606,69.00000000000001,14.870547268052695
607,68.3982490040313,12.67581613501236
608,68.00000000000001,16.021681879981582
609,68.00000000000001,13.714066622561102
610,68.00000000000001,13.336020583251518
611,68.00000000000001,11.526410976534274
612,68.00000000000001,10.084016340013479
613,68.00000000000001,12.453320503439484
614,68.00000000000001,13.297711209152652
615,67.19881655249027,15.91500758166353
616,66.99999999999997,12.691503404813076
617,66.99999999999997,18.710628960641632
618,66.99999999999997,15.361364253867286
619,66.99999999999997,14.318837313129823
620,66.99999999999997,16.988910482538376
621,66.99999999999997,12.081523653733095
622,66.99999999999997,14.675354402343626
623,66.99999999999997,13.22300023686605
624,66.99999999999997,10.741556261067755
625,66.39819636742293,14.302528800050537
626,65.99999999999997,12.29360969311124
627,65.99999999999997,12.648038330747207
628,65.99999999999997,18.860934455441374
629,65.99999999999997,12.032806245102575
630,65.99999999999997,13.39304506747583
631,65.99999999999997,16.392740279923178
632,65.99999999999997,11.180687888334642
633,65.99999999999997,17.970721090863755
634,65.79877674127057,12.078941027662552
635,64.99999999999999,14.33762850289575
636,64.99999999999999,15.863612511494802
637,64.99999999999999,13.24900033469074
638,64.99999999999999,19.573165957399322
639,64.99999999999999,10.817162592475446
640,64.99999999999999,13.377343916358482
641,64.99999999999999,20.04232051798878
642,64.99999999999999,11.39585884583516
643,64.99999999999999,8.583457688448528
644,64.39814046807275,10.7736932188455
645,63.99999999999998,10.889034269711122
646,63.99999999999998,14.073036548155011
647,63.99999999999998,14.973297693253688
648,63.99999999999998,18.84383475872755
649,63.99999999999998,15.510688740396901
650,63.99999999999998,13.749503959840064
651,63.798738151534835,13.24900033469074
652,62.99999999999999,17.21075772617904
653,62.99999999999999,15.206558207551103
654,62.99999999999999,13.96113424353787
655,62.99999999999999,13.436277229256875
656,62.99999999999999,16.056496578422387
657,62.99999999999999,12.509245066481178
658,62.99999999999999,12.953145490653414
659,62.598078944833226,7.418180870089407
660,62.00000000000001,11.711453127645353
661,62.00000000000001,14.41349320777718
662,62.00000000000001,14.318837313129823
663,62.00000000000001,9.310754111800497
664,62.00000000000001,10.722711309414958
665,62.00000000000001,18.209281703088752
666,62.00000000000001,9.86859144471882
667,62.00000000000001,12.196578134175596
668,61.7986970476937,12.081523653733095
669,61.00000000000001,9.043204594875201
670,61.00000000000001,13.081237351198387
671,61.00000000000001,9.585420615886028
672,61.00000000000001,13.452926942351098
673,61.00000000000001,17.112930296878314
674,61.00000000000001,16.68663875382792
675,61.00000000000001,14.946283310942142
676,61.00000000000001,11.53392470447556
677,61.00000000000001,10.568084118458307
678,61.00000000000001,12.980734974984808
679,60.79867547493322,14.001956970519679
680,59.999999999999986,9.999199871969271
681,59.999999999999986,12.349420095140307
682,59.999999999999986,10.517577222232793
683,59.999999999999986,13.670021731261853
684,59.999999999999986,14.106529657978376
685,59.999999999999986,8.72250192847344
686,59.999999999999986,7.528948990654707
687,59.999999999999986,18.812974616884862
688,59.999999999999986,15.22500543274784
689,59.999999999999986,13.615988333120937
690,59.999999999999986,11.59590832942648
691,59.999999999999986,15.662259979693523
692,59.59798202728855,14.875092556879778
693,59.000000000000014,10.880057312516492
694,59.000000000000014,10.277881256987515
695,59.000000000000014,13.102071355530818
696,59.000000000000014,12.717299356359131
697,59.000000000000014,10.725886528008274
698,59.000000000000014,16.96707376447371
699,59.000000000000014,11.458910323684277
700,59.000000000000014,18.784879822155524
701,59.000000000000014,10.841245179176415
702,59.000000000000014,15.940132887922873
703,58.19863478839994,12.245958608584758
704,57.999999999999986,14.050324122656574
705,57.999999999999986,13.156856478881714
706,57.999999999999986,13.853678782247652
707,57.999999999999986,12.53588906743125
708,57.999999999999986,11.421923632295272
709,57.999999999999986,12.847821382872604
710,57.999999999999986,16.291411495378945
711,57.999999999999986,10.151348841953071
712,57.39791421338008,15.07306255098673
713,57.00000000000001,13.48646489606028
714,57.00000000000001,10.750794620204868
715,57.00000000000001,15.101433668160837
716,57.00000000000001,13.451705503531036
717,57.00000000000001,17.206515859124867
718,57.00000000000001,12.83617329355871
719,57.00000000000001,16.753856304588904
720,57.00000000000001,13.175890515122303
721,57.00000000000001,11.012933147549562
722,57.00000000000001,13.897382107431534
723,57.00000000000001,8.634719767533108
724,56.59787481096675,10.015949044392057
725,56.00000000000002,11.507871193556598
726,56.00000000000002,13.14937248286606
727,56.00000000000002,12.530198693289332
728,56.00000000000002,15.304569105457096
729,56.00000000000002,18.08012482089783
730,56.00000000000002,14.476991231785815
731,56.00000000000002,8.38592542525895
732,56.00000000000002,15.589937746167099
733,56.00000000000002,12.244037070971126
734,56.00000000000002,10.34132978915295
735,56.00000000000002,12.629383325730872
736,56.00000000000002,7.590669947954516
737,56.00000000000002,12.09820578432847
738,56.00000000000002,10.592979763394714
739,55.000000000000014,11.457796510451368
740,55.000000000000014,10.738549947621326
741,55.000000000000014,15.252775805108083
742,55.000000000000014,12.273051702297215
743,55.000000000000014,13.762239348290315
744,55.000000000000014,15.366532950950575
745,55.000000000000014,12.162221030032281
746,55.000000000000014,11.452220937732086
747,55.000000000000014,14.883318798634473
748,55.000000000000014,13.285869951532714
749,55.000000000000014,15.275058991179286
750,55.000000000000014,11.75702436144996
751,55.000000000000014,11.710389803392516
752,55.000000000000014,8.819219277957403
753,54.00000000000003,14.64295816042021
754,54.00000000000003,12.052471216486442
755,54.00000000000003,18.10401868452479
756,54.00000000000003,9.23578585483177
757,54.00000000000003,15.079682256021485
758,54.00000000000003,13.551133917038143
759,54.00000000000003,13.665207373450402
760,54.00000000000003,10.532246145679581
761,54.00000000000003,14.35445675170179
762,54.00000000000003,9.043204594875201
763,54.00000000000003,11.052538549573722
764,53.19850743146793,16.29515750899539
765,53.00000000000001,15.227550569204478
766,53.00000000000001,12.510274041165376
767,53.00000000000001,6.602177695795953
768,53.00000000000001,12.948524317343193
769,53.00000000000001,16.059275961759862
770,53.00000000000001,12.962042211777142
771,53.00000000000001,12.778369629986665
772,53.00000000000001,14.905199385240696
773,53.00000000000001,12.453320503439484
774,53.00000000000001,11.725199002499934
775,53.00000000000001,12.955915032384187
776,52.597712781870754,12.007398279358576
777,52.000000000000036,9.958049504619618
778,52.000000000000036,11.453546119546989
779,52.000000000000036,12.078142314369332
780,52.000000000000036,12.808650466414505
781,52.000000000000036,12.814885990147229
782,52.000000000000036,12.995536307607718
783,52.000000000000036,12.893996235304943
784,52.000000000000036,12.145281937766036
785,52.000000000000036,13.30001304609327
786,52.000000000000036,11.869773460107142
787,52.000000000000036,10.713163020615337
