AGY,OCC,EMPLOYMENT
DD,2299,8
DD,2502,1
DD,2601,16
DD,2604,8
DD,2606,47
DD,2801,1
DD,2805,52
DD,2810,13
DD,2854,2
DD,3101,1
DD,3105,9
DD,3111,3
DD,3414,11
DD,3501,17
DD,3502,90
DD,3511,1
DD,3566,196
DD,3601,2
DD,3603,2
DD,3606,2
DD,3703,4
DD,3725,1
DD,3801,1
DD,3806,1
DD,4102,13
DD,4104,1
DD,4201,5
DD,4204,11
DD,4206,4
DD,4255,1
DD,4402,2
DD,4417,3
DD,4601,6
DD,4602,28
DD,4604,182
DD,4605,4
DD,4607,14
DD,4701,10
DD,4737,38
DD,4742,27
DD,4749,190
DD,4801,4
DD,4804,2
DD,4805,1
DD,5003,4
DD,5026,4
DD,5048,14
DD,5210,28
DD,5301,7
DD,5306,24
DD,5309,2
DD,5350,22
DD,5352,75
DD,5378,6
DD,5401,3
DD,5402,5
DD,5407,10
DD,5408,1
DD,5413,8
DD,5701,45
DD,5703,300
DD,5704,1
DD,5705,7
DD,5716,2
DD,5725,11
DD,5801,1
DD,5803,42
DD,5806,2
DD,5823,8
DD,5876,2
DD,6901,2666
DD,6904,8
DD,6907,878
DD,6910,118
DD,6912,810
DD,6913,11
DD,6914,2521
DD,7002,156
DD,7006,38
DD,7402,2
DD,7404,45
DD,7407,1307
DD,7408,168
DJ,6,1505
DJ,7,16898
DJ,17,5
DJ,18,245
DJ,19,1
DJ,28,39
DJ,30,218
DJ,60,220
DJ,72,74
DJ,80,1022
DJ,82,274
DJ,83,234
DJ,86,67
DJ,89,4
DJ,101,2079
DJ,110,52
DJ,132,4253
DJ,134,12
DJ,150,1
DJ,160,15
DJ,170,8
DJ,180,522
DJ,181,63
DJ,185,36
DJ,188,527
DJ,199,44
DJ,201,1267
DJ,203,110
DJ,260,85
DJ,299,5
DJ,301,5991
DJ,303,4328
DJ,304,53
DJ,305,66
DJ,306,323
DJ,308,30
DJ,313,96
DJ,318,1418
DJ,322,1
DJ,326,19
DJ,332,4
DJ,335,9
DJ,340,278
DJ,341,382
DJ,342,27
DJ,343,4002
DJ,344,112
DJ,346,33
DJ,350,2
DJ,360,29
DJ,361,9
DJ,382,5
DJ,391,499
DJ,392,1
DJ,399,241
DJ,401,122
DJ,403,5
DJ,405,4
DJ,501,970
DJ,503,29
DJ,505,29
DJ,510,891
DJ,511,463
DJ,525,236
DJ,530,2
DJ,540,18
DJ,544,43
DJ,560,676
DJ,561,7
DJ,599,4
DJ,601,14
DJ,602,195
DJ,603,114
DJ,610,938
DJ,620,68
DJ,621,18
DJ,622,14
DJ,630,7
DJ,631,1
DJ,636,1
DJ,638,10
DJ,640,209
DJ,644,29
DJ,645,1
DJ,647,17
DJ,649,2
DJ,651,3
DJ,660,17
DJ,661,19
DJ,667,1
DJ,669,22
DJ,670,105
DJ,671,59
DJ,673,1
DJ,675,158
DJ,679,2
DJ,680,103
DJ,681,19
DJ,682,57
DJ,690,6
DJ,801,16
DJ,802,117
DJ,804,10
DJ,808,34
DJ,809,2
DJ,810,2
DJ,819,1
DJ,828,4
DJ,830,16
DJ,850,10
DJ,854,9
DJ,855,131
DJ,856,828
DJ,895,3
DJ,901,312
DJ,904,100
DJ,905,11268
DJ,935,3
DJ,950,2041
DJ,962,8
DJ,963,708
DJ,967,3
DJ,986,2242
DJ,999,40
DJ,1001,33
DJ,1008,2
DJ,1015,2
DJ,1016,1
DJ,1035,192
DJ,1040,597
DJ,1060,92
DJ,1071,24
DJ,1082,65
DJ,1083,7
DJ,1084,45
DJ,1101,284
DJ,1102,530
DJ,1103,1
DJ,1104,1
DJ,1105,38
DJ,1106,3
DJ,1109,142
DJ,1150,14
DJ,1152,13
DJ,1160,68
DJ,1170,20
DJ,1171,4
DJ,1176,13
DJ,1199,2
DJ,1222,11
DJ,1301,158
DJ,1311,4
DJ,1320,389
DJ,1321,2
DJ,1350,3
DJ,1370,1
DJ,1386,7
DJ,1397,39
DJ,1410,38
DJ,1411,9
DJ,1412,151
DJ,1421,8
DJ,1501,6
DJ,1515,8
DJ,1520,6
DJ,1529,3
DJ,1530,57
DJ,1531,12
DJ,1541,17
DJ,1550,157
DJ,1601,8
DJ,1603,193
DJ,1640,172
DJ,1654,6
DJ,1658,12
DJ,1667,174
DJ,1670,143
DJ,1701,169
DJ,1702,114
DJ,1710,611
DJ,1712,236
DJ,1715,1
DJ,1720,3
DJ,1750,28
DJ,1801,3616
DJ,1802,823
DJ,1805,305
DJ,1810,48
DJ,1811,24129
DJ,1899,1
DJ,1910,57
DJ,2001,25
DJ,2003,12
DJ,2005,64
DJ,2010,64
DJ,2030,3
DJ,2101,11
DJ,2102,11
DJ,2130,14
DJ,2151,3
DJ,2181,16
DJ,2210,3158
DJ,2299,7
DJ,2604,1
DJ,2805,226
DJ,2810,1
DJ,2854,13
DJ,3105,71
DJ,3106,4
DJ,3414,5
DJ,3416,2
DJ,3502,3
DJ,3511,4
DJ,3566,10
DJ,3603,2
DJ,3703,26
DJ,3801,2
DJ,3806,14
DJ,3869,2
DJ,4010,1
DJ,4102,20
DJ,4201,2
DJ,4204,46
DJ,4206,163
DJ,4401,3
DJ,4402,2
DJ,4414,1
DJ,4416,1
DJ,4417,2
DJ,4601,21
DJ,4605,3
DJ,4607,11
DJ,4742,377
DJ,4749,724
DJ,4804,5
DJ,5001,7
DJ,5002,3
DJ,5003,17
DJ,5301,8
DJ,5306,202
DJ,5350,1
DJ,5408,10
DJ,5409,3
DJ,5703,20
DJ,5823,115
DJ,6610,1
DJ,6907,1000
DJ,7002,1
DJ,7305,51
DJ,7404,1279
DL,18,779
DL,28,1
DL,80,23
DL,86,2
DL,89,16
DL,101,3
DL,102,2
DL,106,58
DL,110,1151
DL,119,353
DL,131,86
DL,140,70
DL,142,193
DL,180,4
DL,199,1
DL,201,289
DL,203,19
DL,260,16
DL,299,1
DL,301,1154
DL,303,251
DL,305,12
DL,306,23
DL,308,3
DL,318,109
DL,326,23
DL,335,12
DL,340,91
DL,341,88
DL,342,29
DL,343,684
DL,344,37
DL,350,1
DL,360,384
DL,361,22
DL,391,1
DL,399,2
DL,415,1
DL,501,126
DL,503,6
DL,505,3
DL,510,105
DL,511,132
DL,525,9
DL,560,101
DL,599,15
DL,601,28
DL,602,8
DL,610,18
DL,640,1
DL,660,1
DL,690,379
DL,801,37
DL,802,8
DL,803,85
DL,804,2
DL,808,1
DL,810,37
DL,830,22
DL,850,31
DL,855,5
DL,856,6
DL,880,35
DL,893,9
DL,896,1
DL,899,1
DL,901,2
DL,904,25
DL,905,588
DL,930,1
DL,935,36
DL,950,84
DL,958,48
DL,962,13
DL,963,1
DL,986,76
DL,991,1102
DL,998,6
DL,999,1
DL,1001,20
DL,1008,2
DL,1035,25
DL,1060,1
DL,1071,6
DL,1082,8
DL,1083,13
DL,1084,13
DL,1101,17
DL,1102,120
DL,1105,12
DL,1106,6
DL,1109,48
DL,1160,4
DL,1170,2
DL,1173,2
DL,1176,6
DL,1301,14
DL,1306,3
DL,1310,2
DL,1311,28
DL,1320,35
DL,1350,3
DL,1410,2
DL,1412,10
DL,1510,4
DL,1515,2
DL,1529,95
DL,1530,62
DL,1531,11
DL,1603,2
DL,1640,6
DL,1654,4
DL,1701,2
DL,1712,43
DL,1715,12
DL,1750,1
DL,1801,609
DL,1802,378
DL,1805,12
DL,1810,96
DL,1811,201
DL,1822,1181
DL,1849,1182
DL,1899,1
DL,2003,3
DL,2005,2
DL,2010,2
DL,2030,1
DL,2210,715
DL,2805,2
DL,4206,1
DL,4749,5
DL,5703,1
DN,18,86
DN,23,12
DN,28,112
DN,80,329
DN,84,305
DN,86,3
DN,89,97
DN,99,9
DN,110,163
DN,130,136
DN,131,24
DN,132,103
DN,150,7
DN,170,3
DN,180,1
DN,193,21
DN,199,2
DN,201,309
DN,203,30
DN,260,27
DN,301,1150
DN,303,215
DN,305,1
DN,306,20
DN,308,20
DN,318,69
DN,326,3
DN,335,3
DN,340,441
DN,341,36
DN,342,11
DN,343,915
DN,344,10
DN,346,11
DN,391,8
DN,399,9
DN,401,67
DN,403,3
DN,408,10
DN,415,1
DN,457,1
DN,480,27
DN,482,38
DN,486,9
DN,499,2
DN,501,127
DN,503,2
DN,505,16
DN,510,312
DN,511,199
DN,525,20
DN,544,1
DN,560,246
DN,561,1
DN,599,9
DN,601,4
DN,602,1
DN,610,1
DN,670,1
DN,671,1
DN,690,26
DN,801,1299
DN,802,37
DN,803,21
DN,804,18
DN,806,10
DN,808,12
DN,809,26
DN,810,215
DN,819,45
DN,830,81
DN,840,233
DN,850,564
DN,854,10
DN,855,113
DN,856,11
DN,861,1
DN,880,1
DN,881,14
DN,893,23
DN,899,17
DN,901,1
DN,904,6
DN,905,578
DN,935,13
DN,950,43
DN,963,3
DN,986,7
DN,999,1
DN,1001,11
DN,1008,4
DN,1035,81
DN,1082,7
DN,1083,4
DN,1084,11
DN,1099,1
DN,1101,641
DN,1102,597
DN,1103,23
DN,1104,2
DN,1105,8
DN,1106,3
DN,1109,62
DN,1130,388
DN,1150,5
DN,1152,2
DN,1160,44
DN,1163,1
DN,1165,28
DN,1170,59
DN,1171,4
DN,1176,9
DN,1199,3
DN,1222,21
DN,1301,530
DN,1306,41
DN,1310,37
DN,1311,2
DN,1315,9
DN,1320,43
DN,1321,2
DN,1340,5
DN,1350,10
DN,1370,2
DN,1371,1
DN,1373,12
DN,1399,3
DN,1410,4
DN,1411,2
DN,1412,7
DN,1501,1
DN,1510,3
DN,1515,132
DN,1520,4
DN,1529,27
DN,1530,34
DN,1550,11
DN,1599,9
DN,1601,69
DN,1603,1
DN,1640,23
DN,1654,1
DN,1670,12
DN,1702,3
DN,1712,41
DN,1801,24
DN,1805,4
DN,1810,9
DN,1811,84
DN,1822,1
DN,1825,1
DN,1910,35
DN,2001,10
DN,2003,18
DN,2005,6
DN,2010,13
DN,2101,39
DN,2102,3
DN,2130,7
DN,2181,14
DN,2210,612
DN,2299,2
DN,2602,4
DN,2604,42
DN,2606,45
DN,2610,125
DN,2801,8
DN,2810,631
DN,2854,2
DN,3414,4
DN,3502,1
DN,3703,8
DN,3806,2
DN,4102,1
DN,4206,1
DN,4607,8
DN,4741,15
DN,4749,8
DN,5210,3
DN,5306,1
DN,5407,188
DN,5701,3
DN,5703,1
DN,5716,10
DN,5803,26
DN,6907,24
DN,8852,6
ED,18,1
ED,80,25
ED,86,1
ED,99,2
ED,101,26
ED,110,4
ED,180,1
ED,201,58
ED,203,4
ED,260,7
ED,301,477
ED,303,79
ED,305,3
ED,306,19
ED,308,2
ED,318,5
ED,326,4
ED,340,29
ED,341,15
ED,342,2
ED,343,774
ED,360,99
ED,361,7
ED,399,3
ED,501,50
ED,510,110
ED,511,83
ED,560,43
ED,599,1
ED,905,460
ED,935,2
ED,950,5
ED,986,1
ED,1001,7
ED,1035,25
ED,1040,1
ED,1071,3
ED,1082,4
ED,1084,1
ED,1101,377
ED,1102,108
ED,1106,1
ED,1160,30
ED,1165,1
ED,1515,3
ED,1529,11
ED,1530,64
ED,1654,1
ED,1712,4
ED,1720,258
ED,1730,75
ED,1801,3
ED,1805,3
ED,1810,2
ED,1811,73
ED,1910,7
ED,2210,237
EE,80,5
EE,86,1
EE,101,11
EE,110,8
EE,140,1
EE,180,1
EE,201,23
EE,203,2
EE,260,23
EE,301,141
EE,303,43
EE,306,21
EE,318,35
EE,326,98
EE,340,26
EE,341,4
EE,342,3
EE,343,76
EE,344,1
EE,360,7
EE,361,4
EE,391,1
EE,392,1
EE,501,4
EE,503,1
EE,505,1
EE,510,5
EE,511,1
EE,560,7
EE,901,3
EE,905,461
EE,950,32
EE,962,28
EE,986,26
EE,1001,4
EE,1035,3
EE,1102,7
EE,1410,1
EE,1530,5
EE,1531,1
EE,1712,1
EE,1750,1
EE,1801,1
EE,1802,68
EE,1805,1
EE,1810,1
EE,1811,2
EE,1860,787
EE,2210,58
EP,18,15
EP,20,4
EP,28,1930
EP,29,12
EP,80,27
EP,89,5
EP,99,9
EP,101,19
EP,110,150
EP,132,3
EP,150,9
EP,180,4
EP,184,2
EP,190,2
EP,201,191
EP,203,5
EP,260,23
EP,299,1
EP,301,524
EP,303,79
EP,305,1
EP,306,67
EP,308,31
EP,318,122
EP,326,14
EP,335,1
EP,340,234
EP,341,52
EP,342,28
EP,343,1293
EP,344,12
EP,350,1
EP,360,3
EP,391,7
EP,399,10
EP,401,1224
EP,403,64
EP,404,7
EP,405,20
EP,408,117
EP,410,5
EP,413,7
EP,414,20
EP,415,216
EP,430,3
EP,434,3
EP,435,2
EP,437,1
EP,440,1
EP,457,1
EP,470,5
EP,471,7
EP,482,6
EP,486,5
EP,487,5
EP,499,2
EP,501,137
EP,503,6
EP,505,10
EP,510,123
EP,511,89
EP,525,4
EP,560,105
EP,561,1
EP,599,1
EP,601,126
EP,602,3
EP,610,1
EP,685,1
EP,690,21
EP,701,8
EP,801,48
EP,802,23
EP,803,2
EP,804,3
EP,808,6
EP,810,14
EP,819,1605
EP,830,76
EP,840,2
EP,850,6
EP,854,4
EP,856,1
EP,858,2
EP,881,1
EP,890,6
EP,893,98
EP,899,4
EP,901,1
EP,905,990
EP,935,3
EP,950,30
EP,963,1
EP,986,4
EP,999,1
EP,1001,22
EP,1035,190
EP,1060,2
EP,1071,5
EP,1082,10
EP,1083,1
EP,1084,5
EP,1101,36
EP,1102,244
EP,1103,1
EP,1106,2
EP,1109,116
EP,1160,37
EP,1170,1
EP,1176,8
EP,1222,1
EP,1301,2072
EP,1306,21
EP,1310,4
EP,1311,11
EP,1315,31
EP,1316,2
EP,1320,421
EP,1340,6
EP,1350,51
EP,1360,3
EP,1370,2
EP,1399,5
EP,1410,3
EP,1412,4
EP,1501,3
EP,1515,3
EP,1520,3
EP,1529,13
EP,1530,45
EP,1550,14
EP,1601,2
EP,1640,24
EP,1654,2
EP,1702,1
EP,1712,1
EP,1750,3
EP,1801,18
EP,1810,14
EP,1811,202
EP,1860,1
EP,1910,1
EP,2001,5
EP,2005,2
EP,2010,2
EP,2101,2
EP,2210,571
EP,2299,3
EP,3502,1
EP,4714,1
EP,5703,2
FC,80,5
FC,110,60
FC,119,3
FC,201,18
FC,203,1
FC,260,2
FC,301,243
FC,303,54
FC,305,1
FC,308,1
FC,326,1
FC,335,1
FC,342,3
FC,343,66
FC,344,1
FC,360,3
FC,391,8
FC,401,1
FC,501,17
FC,503,1
FC,505,1
FC,510,20
FC,511,17
FC,525,5
FC,560,5
FC,610,1
FC,855,211
FC,856,2
FC,904,2
FC,905,558
FC,935,1
FC,950,8
FC,986,2
FC,1035,6
FC,1040,1
FC,1071,3
FC,1082,3
FC,1084,1
FC,1101,36
FC,1102,10
FC,1130,5
FC,1160,1
FC,1410,1
FC,1412,1
FC,1529,1
FC,1530,1
FC,1654,1
FC,1801,1
FC,1805,1
FC,1810,1
FC,2210,52
FD,18,2
FD,80,9
FD,86,1
FD,89,2
FD,101,1
FD,110,78
FD,132,2
FD,170,1
FD,180,1
FD,199,12
FD,201,145
FD,203,8
FD,260,10
FD,301,606
FD,303,168
FD,305,5
FD,306,8
FD,308,2
FD,318,95
FD,341,2
FD,342,18
FD,343,76
FD,344,1
FD,361,1
FD,399,44
FD,501,173
FD,510,58
FD,511,33
FD,570,2781
FD,599,14
FD,904,1
FD,905,329
FD,935,2
FD,950,33
FD,986,19
FD,999,5
FD,1035,5
FD,1040,1
FD,1082,3
FD,1083,4
FD,1084,7
FD,1101,295
FD,1102,31
FD,1160,309
FD,1170,1
FD,1199,3
FD,1410,8
FD,1411,3
FD,1530,1
FD,1603,4
FD,1640,9
FD,1654,2
FD,1701,9
FD,1702,6
FD,1712,4
FD,1750,17
FD,1801,2
FD,1811,53
FD,2030,1
FD,2101,1
FD,2210,372
FD,2299,9
FD,4402,3
FD,4749,1
FQ,80,7
FQ,101,634
FQ,102,64
FQ,180,3
FQ,185,1
FQ,186,16
FQ,187,4
FQ,201,32
FQ,203,5
FQ,260,4
FQ,301,61
FQ,303,85
FQ,306,2
FQ,308,3
FQ,318,10
FQ,340,3
FQ,341,1
FQ,342,3
FQ,343,30
FQ,399,1
FQ,404,1
FQ,415,11
FQ,501,13
FQ,505,2
FQ,510,5
FQ,560,5
FQ,905,9
FQ,950,1
FQ,1035,2
FQ,1101,7
FQ,1102,7
FQ,1105,1
FQ,1320,4
FQ,1530,5
FQ,1601,3
FQ,1640,2
FQ,1701,7
FQ,1702,1
FQ,1715,6
FQ,1801,1
FQ,1810,1
FQ,2001,1
FQ,2010,2
FQ,2210,66
FR,80,7
FR,110,39
FR,180,3
FR,201,34
FR,260,1
FR,301,310
FR,303,34
FR,306,9
FR,308,3
FR,340,1
FR,341,14
FR,343,54
FR,501,44
FR,505,2
FR,511,2
FR,560,1
FR,570,400
FR,905,288
FR,935,1
FR,950,23
FR,986,2
FR,1001,6
FR,1035,7
FR,1084,1
FR,1101,47
FR,1102,14
FR,1160,13
FR,1170,1
FR,1410,1
FR,1529,1
FR,1530,1
FR,1640,2
FR,1701,3
FR,1712,4
FR,1750,1
FR,1801,8
FR,2210,119
FT,18,2
FT,80,8
FT,101,11
FT,110,84
FT,201,20
FT,203,3
FT,260,2
FT,301,108
FT,303,9
FT,306,3
FT,308,1
FT,318,1
FT,340,3
FT,341,13
FT,343,14
FT,399,4
FT,501,1
FT,505,2
FT,510,13
FT,511,2
FT,560,4
FT,904,4
FT,905,625
FT,935,1
FT,950,55
FT,986,6
FT,1001,6
FT,1035,6
FT,1082,1
FT,1084,4
FT,1101,1
FT,1102,4
FT,1410,3
FT,1550,1
FT,1640,2
FT,1801,40
FT,1802,1
FT,2003,1
FT,2010,1
FT,2210,41
GS,18,18
GS,20,7
GS,28,11
GS,80,47
GS,89,45
GS,132,2
GS,180,1
GS,201,165
GS,203,9
GS,260,20
GS,301,1078
GS,303,75
GS,305,1
GS,306,8
GS,308,4
GS,318,3
GS,326,1
GS,335,1
GS,340,120
GS,341,26
GS,342,1
GS,343,1111
GS,344,8
GS,346,2
GS,360,1
GS,391,73
GS,399,14
GS,414,1
GS,437,4
GS,501,229
GS,503,4
GS,505,1
GS,510,39
GS,511,116
GS,525,2
GS,544,7
GS,560,249
GS,690,11
GS,801,142
GS,802,126
GS,804,34
GS,807,1
GS,808,167
GS,809,145
GS,810,52
GS,819,5
GS,828,9
GS,830,57
GS,850,35
GS,855,1
GS,856,24
GS,896,1
GS,899,6
GS,904,4
GS,905,156
GS,950,15
GS,986,1
GS,1001,75
GS,1008,38
GS,1035,11
GS,1071,1
GS,1082,6
GS,1083,1
GS,1084,4
GS,1101,1494
GS,1102,1703
GS,1104,119
GS,1105,24
GS,1106,28
GS,1107,5
GS,1130,17
GS,1160,2
GS,1170,567
GS,1171,27
GS,1176,905
GS,1199,5
GS,1301,1
GS,1411,1
GS,1515,21
GS,1530,1
GS,1550,1
GS,1601,33
GS,1640,6
GS,1670,84
GS,1701,2
GS,1801,8
GS,1805,2
GS,1811,68
GS,2001,47
GS,2003,70
GS,2005,4
GS,2101,26
GS,2102,3
GS,2130,11
GS,2150,383
GS,2210,668
GS,2299,5
GS,2604,5
GS,2805,14
GS,3502,1
GS,3566,15
GS,3603,5
GS,3610,1
GS,4102,5
GS,4204,8
GS,4206,1
GS,4605,4
GS,4742,11
GS,4749,11
GS,4804,1
GS,5003,1
GS,5306,4
GS,5313,5
GS,6907,6
HE,18,107
HE,19,4
HE,28,18
HE,50,210
HE,60,36
HE,72,19
HE,80,323
HE,81,27
HE,83,77
HE,85,264
HE,86,10
HE,89,222
HE,101,1571
HE,102,37
HE,105,2
HE,107,2751
HE,110,180
HE,131,6
HE,132,41
HE,142,2
HE,150,6
HE,160,19
HE,170,7
HE,180,266
HE,181,2
HE,184,13
HE,185,126
HE,186,69
HE,187,10
HE,188,16
HE,190,55
HE,199,14
HE,201,1015
HE,203,122
HE,260,111
HE,299,1
HE,301,5670
HE,302,2
HE,303,1519
HE,304,13
HE,305,55
HE,306,168
HE,308,22
HE,318,478
HE,326,149
HE,332,4
HE,335,12
HE,340,280
HE,341,1225
HE,342,23
HE,343,4200
HE,344,37
HE,346,65
HE,356,1
HE,360,57
HE,382,62
HE,391,212
HE,399,300
HE,401,3720
HE,403,1448
HE,404,144
HE,405,701
HE,408,1
HE,410,2
HE,413,40
HE,414,36
HE,415,199
HE,434,2
HE,440,66
HE,487,23
HE,499,9
HE,501,542
HE,503,146
HE,505,27
HE,510,536
HE,511,716
HE,525,142
HE,530,5
HE,540,55
HE,544,10
HE,545,6
HE,560,668
HE,561,28
HE,599,20
HE,601,7193
HE,602,5541
HE,603,226
HE,610,4490
HE,620,212
HE,621,448
HE,622,65
HE,630,90
HE,631,13
HE,633,47
HE,635,1
HE,636,25
HE,638,13
HE,640,1823
HE,642,16
HE,644,496
HE,645,167
HE,646,17
HE,647,292
HE,649,45
HE,651,156
HE,660,873
HE,661,378
HE,662,67
HE,665,34
HE,668,31
HE,669,84
HE,670,96
HE,671,218
HE,673,5
HE,675,689
HE,679,1092
HE,680,356
HE,681,466
HE,682,44
HE,685,3482
HE,688,22
HE,690,56
HE,696,2984
HE,698,8
HE,699,23
HE,701,327
HE,704,61
HE,801,260
HE,802,181
HE,803,17
HE,804,5
HE,806,17
HE,807,1
HE,808,65
HE,809,36
HE,810,6
HE,819,94
HE,830,140
HE,840,3
HE,850,56
HE,854,24
HE,855,43
HE,856,50
HE,858,391
HE,880,38
HE,890,3
HE,893,42
HE,896,7
HE,899,25
HE,901,17
HE,904,1
HE,905,917
HE,930,6
HE,935,107
HE,950,96
HE,962,243
HE,963,17
HE,967,3
HE,986,181
HE,998,5
HE,999,1
HE,1001,685
HE,1008,8
HE,1010,3
HE,1015,5
HE,1035,293
HE,1040,12
HE,1046,2
HE,1060,17
HE,1071,53
HE,1082,134
HE,1083,129
HE,1084,109
HE,1087,5
HE,1099,2
HE,1101,158
HE,1102,1052
HE,1103,6
HE,1104,5
HE,1105,175
HE,1106,11
HE,1109,750
HE,1152,2
HE,1170,30
HE,1173,8
HE,1176,20
HE,1199,3
HE,1221,2
HE,1301,84
HE,1306,50
HE,1310,133
HE,1311,32
HE,1320,2086
HE,1350,2
HE,1371,1
HE,1382,15
HE,1399,1
HE,1410,133
HE,1411,46
HE,1412,209
HE,1420,2
HE,1501,2
HE,1510,59
HE,1515,124
HE,1520,28
HE,1529,596
HE,1530,390
HE,1531,9
HE,1550,270
HE,1599,3
HE,1601,50
HE,1603,2
HE,1640,79
HE,1654,13
HE,1667,1
HE,1670,18
HE,1701,98
HE,1702,21
HE,1710,4
HE,1712,178
HE,1715,1
HE,1720,28
HE,1725,41
HE,1740,1
HE,1750,23
HE,1801,40
HE,1802,12
HE,1805,48
HE,1810,19
HE,1811,696
HE,1862,21
HE,1899,8
HE,1910,84
HE,2001,60
HE,2003,229
HE,2005,145
HE,2010,94
HE,2030,3
HE,2101,2
HE,2102,16
HE,2130,26
HE,2150,3
HE,2151,4
HE,2210,3249
HE,2299,8
HE,2604,1
HE,2606,14
HE,2805,22
HE,2810,13
HE,3105,6
HE,3314,1
HE,3414,1
HE,3501,1
HE,3502,44
HE,3511,9
HE,3566,534
HE,3806,3
HE,3901,1
HE,4204,3
HE,4206,2
HE,4604,1
HE,4605,4
HE,4607,12
HE,4701,1
HE,4714,1
HE,4742,68
HE,4749,556
HE,4804,1
HE,4805,3
HE,5048,3
HE,5201,2
HE,5301,9
HE,5306,8
HE,5309,1
HE,5313,3
HE,5401,3
HE,5402,23
HE,5406,8
HE,5408,1
HE,5703,121
HE,5705,5
HE,5716,3
HE,5803,1
HE,6901,3
HE,6907,56
HE,7304,2
HE,7404,136
HE,7408,73
