AGY,OCC,EMPLOYMENT
IB,1084,3
IB,1101,2
IB,1102,15
IB,1105,1
IB,1106,3
IB,1410,1
IB,1411,1
IB,1412,13
IB,1640,4
IB,1810,2
IB,2001,2
IB,2010,1
IB,2210,84
IB,3940,58
IN,6,12
IN,7,192
IN,18,223
IN,19,2
IN,20,50
IN,23,360
IN,25,4774
IN,28,345
IN,29,12
IN,30,1
IN,80,120
IN,81,20
IN,83,733
IN,85,170
IN,86,39
IN,89,33
IN,90,970
IN,99,129
IN,101,67
IN,102,148
IN,110,78
IN,131,3
IN,132,5
IN,142,7
IN,150,326
IN,160,1
IN,170,156
IN,180,11
IN,185,61
IN,186,11
IN,187,37
IN,188,8
IN,189,131
IN,190,38
IN,193,528
IN,199,41
IN,201,871
IN,203,238
IN,260,118
IN,299,5
IN,301,2612
IN,303,3110
IN,304,6
IN,305,76
IN,306,91
IN,308,62
IN,318,514
IN,322,3
IN,326,127
IN,335,48
IN,340,865
IN,341,642
IN,342,44
IN,343,1348
IN,344,52
IN,346,16
IN,350,3
IN,356,4
IN,360,2
IN,361,5
IN,390,87
IN,391,157
IN,392,2
IN,394,2
IN,399,162
IN,401,3668
IN,403,35
IN,404,1768
IN,408,623
IN,410,10
IN,413,8
IN,414,4
IN,415,9
IN,430,107
IN,437,15
IN,440,54
IN,454,310
IN,455,1758
IN,457,18
IN,458,6
IN,459,93
IN,460,287
IN,462,1233
IN,470,23
IN,480,243
IN,482,922
IN,485,546
IN,486,999
IN,499,140
IN,501,570
IN,503,102
IN,505,14
IN,510,421
IN,511,341
IN,525,270
IN,530,10
IN,540,2
IN,544,91
IN,560,835
IN,561,122
IN,599,10
IN,601,3
IN,610,7
IN,621,1
IN,631,2
IN,633,1
IN,636,2
IN,640,39
IN,665,2
IN,670,1
IN,671,1
IN,675,1
IN,679,1
IN,690,14
IN,698,1
IN,699,1
IN,701,19
IN,704,2
IN,801,160
IN,802,505
IN,803,2
IN,804,2
IN,806,1
IN,807,157
IN,808,129
IN,809,55
IN,810,967
IN,817,81
IN,819,30
IN,830,116
IN,840,3
IN,850,158
IN,854,18
IN,855,11
IN,856,78
IN,880,46
IN,881,331
IN,890,5
IN,893,2
IN,896,1
IN,899,34
IN,901,83
IN,904,1
IN,905,412
IN,930,8
IN,935,9
IN,950,41
IN,962,107
IN,963,172
IN,965,180
IN,986,62
IN,999,4
IN,1001,121
IN,1008,1
IN,1010,86
IN,1015,153
IN,1016,141
IN,1020,8
IN,1035,346
IN,1040,1
IN,1054,2
IN,1060,7
IN,1071,39
IN,1082,54
IN,1083,47
IN,1084,161
IN,1087,13
IN,1099,6
IN,1101,900
IN,1102,875
IN,1103,1
IN,1104,14
IN,1105,72
IN,1106,50
IN,1107,6
IN,1109,161
IN,1130,6
IN,1150,1
IN,1152,3
IN,1160,13
IN,1165,8
IN,1170,751
IN,1171,113
IN,1173,19
IN,1176,10
IN,1199,11
IN,1222,1
IN,1301,593
IN,1306,2
IN,1310,2
IN,1311,170
IN,1313,288
IN,1315,1354
IN,1316,1402
IN,1320,152
IN,1330,4
IN,1340,25
IN,1350,815
IN,1360,61
IN,1370,210
IN,1371,90
IN,1372,5
IN,1373,208
IN,1374,1
IN,1399,229
IN,1410,29
IN,1411,17
IN,1412,49
IN,1420,33
IN,1421,23
IN,1499,2
IN,1515,12
IN,1520,1
IN,1521,1
IN,1529,4
IN,1530,46
IN,1531,18
IN,1550,72
IN,1599,2
IN,1601,244
IN,1603,118
IN,1630,1
IN,1640,474
IN,1654,14
IN,1670,25
IN,1699,2
IN,1701,157
IN,1702,884
IN,1710,985
IN,1712,185
IN,1715,1
IN,1720,42
IN,1725,1
IN,1730,3
IN,1740,2
IN,1750,25
IN,1799,3
IN,1801,813
IN,1802,86
IN,1805,12
IN,1810,10
IN,1811,541
IN,1815,2
IN,1825,28
IN,1899,2
IN,1910,5
IN,2001,64
IN,2003,35
IN,2005,135
IN,2010,9
IN,2030,5
IN,2101,86
IN,2102,7
IN,2130,2
IN,2150,8
IN,2151,273
IN,2181,24
IN,2210,1946
IN,2299,23
IN,2501,8
IN,2601,37
IN,2604,33
IN,2606,20
IN,2608,1
IN,2610,4
IN,2801,7
IN,2805,72
IN,2810,213
IN,3101,1
IN,3359,18
IN,3414,3
IN,3501,36
IN,3502,657
IN,3511,1
IN,3566,336
IN,3603,148
IN,3703,13
IN,3806,1
IN,3910,3
IN,4101,1
IN,4102,42
IN,4104,14
IN,4204,1
IN,4206,20
IN,4605,21
IN,4607,95
IN,4701,128
IN,4714,3
IN,4737,10
IN,4741,18
IN,4742,178
IN,4749,3329
IN,4804,1
IN,5001,83
IN,5002,5
IN,5003,90
IN,5026,24
IN,5042,51
IN,5048,65
IN,5201,5
IN,5210,6
IN,5301,10
IN,5306,12
IN,5309,2
IN,5318,6
IN,5323,1
IN,5334,14
IN,5352,260
IN,5401,7
IN,5406,60
IN,5407,152
IN,5408,13
IN,5409,34
IN,5413,14
IN,5426,6
IN,5427,8
IN,5701,23
IN,5703,440
IN,5705,132
IN,5716,752
IN,5725,9
IN,5729,46
IN,5737,1
IN,5738,2
IN,5782,10
IN,5786,74
IN,5788,13
IN,5801,23
IN,5803,109
IN,5806,11
IN,5823,59
IN,5876,1
IN,6904,5
IN,6907,74
IN,6968,1
IN,7002,13
IN,7404,216
IN,7408,15
IN,8610,6
IN,8852,6
IN,8862,7
IN,9902,3
IN,9905,1
IN,9931,1
IN,9934,1
LP,18,3
LP,28,1
LP,80,12
LP,83,45
LP,86,1
LP,180,1
LP,201,26
LP,203,4
LP,260,5
LP,301,111
LP,303,19
LP,305,6
LP,318,5
LP,326,5
LP,335,1
LP,340,4
LP,341,3
LP,343,24
LP,350,1
LP,501,51
LP,505,2
LP,510,25
LP,511,4
LP,525,1
LP,530,2
LP,540,3
LP,544,4
LP,610,4
LP,690,1
LP,801,7
LP,802,3
LP,808,1
LP,830,2
LP,905,10
LP,1001,4
LP,1020,1
LP,1035,3
LP,1060,1
LP,1082,2
LP,1083,2
LP,1084,11
LP,1101,16
LP,1102,19
LP,1106,23
LP,1107,1
LP,1301,2
LP,1311,1
LP,1320,4
LP,1410,43
LP,1411,1
LP,1412,2
LP,1603,4
LP,1640,4
LP,1654,155
LP,1702,1
LP,1712,2
LP,1801,1
LP,1802,2
LP,1811,5
LP,1910,15
LP,2001,1
LP,2003,3
LP,2005,22
LP,2010,7
LP,2030,5
LP,2130,1
LP,2131,1
LP,2151,3
LP,2210,122
LP,2805,25
LP,3414,20
LP,3502,4
LP,3566,36
LP,3601,2
LP,3725,5
LP,3806,6
LP,4102,4
LP,4204,13
LP,4401,118
LP,4402,209
LP,4403,161
LP,4416,29
LP,4417,59
LP,4607,12
LP,4701,1
LP,4749,2
LP,4804,1
LP,5201,2
LP,5313,9
LP,5401,2
LP,5419,26
LP,5701,9
LP,5703,25
LP,5704,18
LP,6907,43
NF,18,3
NF,28,2
NF,80,7
NF,101,59
NF,110,5
NF,150,3
NF,170,1
NF,180,2
NF,190,4
NF,201,36
NF,260,5
NF,301,225
NF,303,39
NF,306,3
NF,308,3
NF,318,6
NF,340,50
NF,341,4
NF,342,8
NF,343,145
NF,360,2
NF,399,31
NF,401,78
NF,501,25
NF,510,20
NF,511,18
NF,560,5
NF,599,1
NF,801,50
NF,808,1
NF,810,3
NF,819,1
NF,830,1
NF,850,2
NF,854,1
NF,855,2
NF,858,2
NF,901,1
NF,905,26
NF,1001,1
NF,1035,13
NF,1071,2
NF,1082,3
NF,1083,5
NF,1084,1
NF,1101,26
NF,1102,17
NF,1109,46
NF,1199,1
NF,1301,115
NF,1310,17
NF,1313,6
NF,1320,27
NF,1330,13
NF,1340,1
NF,1350,12
NF,1360,11
NF,1412,1
NF,1501,1
NF,1520,26
NF,1529,6
NF,1530,17
NF,1550,51
NF,1640,3
NF,1701,66
NF,1740,2
NF,1811,10
NF,1899,1
NF,2210,97
NL,80,6
NL,86,1
NL,89,1
NL,201,26
NL,203,5
NL,244,200
NL,260,1
NL,301,90
NL,303,45
NL,305,4
NL,308,2
NL,318,79
NL,326,29
NL,340,25
NL,341,3
NL,342,7
NL,343,14
NL,344,2
NL,346,1
NL,399,2
NL,510,6
NL,511,3
NL,525,5
NL,560,4
NL,905,633
NL,935,31
NL,950,6
NL,986,29
NL,1035,3
NL,1040,11
NL,1046,2
NL,1083,3
NL,1084,1
NL,1101,1
NL,1102,5
NL,1105,1
NL,1410,1
NL,1411,1
NL,1801,1
NL,2010,1
NL,2030,2
NL,2210,28
NL,5703,1
NN,17,1
NN,18,57
NN,19,1
NN,20,2
NN,28,21
NN,80,111
NN,89,15
NN,99,6
NN,132,27
NN,160,2
NN,170,3
NN,180,18
NN,201,277
NN,203,4
NN,260,47
NN,299,4
NN,301,915
NN,303,79
NN,305,1
NN,306,7
NN,308,7
NN,318,102
NN,340,65
NN,341,94
NN,342,13
NN,343,783
NN,344,2
NN,346,54
NN,360,1
NN,391,5
NN,399,27
NN,401,48
NN,403,1
NN,408,1
NN,435,1
NN,471,1
NN,501,303
NN,503,2
NN,505,24
NN,510,274
NN,511,46
NN,525,2
NN,560,100
NN,599,31
NN,601,2
NN,602,32
NN,671,1
NN,688,1
NN,690,14
NN,701,1
NN,801,2978
NN,802,350
NN,803,6
NN,804,5
NN,806,303
NN,808,15
NN,809,6
NN,810,8
NN,819,39
NN,830,127
NN,840,1
NN,850,325
NN,854,780
NN,855,801
NN,856,106
NN,858,5
NN,861,4314
NN,893,30
NN,896,1
NN,899,224
NN,901,6
NN,905,123
NN,950,15
NN,986,3
NN,1001,13
NN,1010,2
NN,1035,104
NN,1060,3
NN,1071,8
NN,1082,4
NN,1083,4
NN,1084,2
NN,1099,8
NN,1101,47
NN,1102,702
NN,1103,19
NN,1104,12
NN,1105,5
NN,1150,2
NN,1152,3
NN,1170,12
NN,1176,6
NN,1199,15
NN,1222,22
NN,1301,439
NN,1306,4
NN,1310,108
NN,1311,4
NN,1313,16
NN,1320,4
NN,1330,320
NN,1340,25
NN,1360,15
NN,1399,6
NN,1410,5
NN,1411,1
NN,1412,5
NN,1420,3
NN,1499,3
NN,1515,27
NN,1520,6
NN,1530,4
NN,1550,133
NN,1599,6
NN,1601,30
NN,1640,58
NN,1654,3
NN,1670,31
NN,1699,1
NN,1701,12
NN,1712,1
NN,1720,33
NN,1750,1
NN,1799,1
NN,1801,2
NN,1811,55
NN,1825,2
NN,1910,90
NN,2003,11
NN,2010,5
NN,2101,9
NN,2130,7
NN,2181,6
NN,2185,1
NN,2210,476
NN,2299,14
NQ,18,1
NQ,28,1
NQ,80,19
NQ,86,2
NQ,170,4
NQ,201,35
NQ,203,4
NQ,260,6
NQ,301,81
NQ,303,22
NQ,305,9
NQ,306,3
NQ,308,9
NQ,318,27
NQ,326,4
NQ,340,28
NQ,341,27
NQ,342,2
NQ,343,135
NQ,344,19
NQ,356,29
NQ,361,1
NQ,391,2
NQ,501,5
NQ,505,2
NQ,510,14
NQ,511,9
NQ,525,1
NQ,530,1
NQ,560,6
NQ,561,1
NQ,801,5
NQ,802,2
NQ,808,1
NQ,854,2
NQ,856,1
NQ,905,14
NQ,950,1
NQ,1001,133
NQ,1010,10
NQ,1015,12
NQ,1016,32
NQ,1035,16
NQ,1071,1
NQ,1082,6
NQ,1083,46
NQ,1084,5
NQ,1101,11
NQ,1102,14
NQ,1105,1
NQ,1106,1
NQ,1310,1
NQ,1320,1
NQ,1410,1
NQ,1420,347
NQ,1421,1397
NQ,1499,1
NQ,1550,5
NQ,1640,18
NQ,1654,1
NQ,1701,24
NQ,1702,2
NQ,1712,7
NQ,1750,2
NQ,1811,4
NQ,1910,7
NQ,2001,2
NQ,2003,4
NQ,2091,15
NQ,2101,1
NQ,2130,1
NQ,2210,112
NQ,5703,6
NQ,6907,2
NU,80,114
NU,86,2
NU,101,1
NU,110,6
NU,131,14
NU,132,10
NU,170,1
NU,180,8
NU,201,45
NU,203,4
NU,260,5
NU,301,146
NU,303,75
NU,305,1
NU,306,6
NU,308,4
NU,318,144
NU,335,1
NU,340,40
NU,341,7
NU,342,8
NU,343,125
NU,344,3
NU,360,2
NU,391,2
NU,401,7
NU,501,28
NU,503,2
NU,505,1
NU,510,32
NU,511,22
NU,560,27
NU,599,1
NU,602,3
NU,660,1
NU,801,915
NU,804,11
NU,806,59
NU,810,38
NU,830,27
NU,840,335
NU,850,28
NU,854,1
NU,855,21
NU,893,6
NU,904,6
NU,905,104
NU,950,1
NU,1035,13
NU,1071,1
NU,1083,3
NU,1084,3
NU,1087,1
NU,1101,10
NU,1102,29
NU,1105,4
NU,1160,10
NU,1176,9
NU,1301,132
NU,1306,146
NU,1310,5
NU,1313,8
NU,1315,14
NU,1320,1
NU,1340,3
NU,1350,6
NU,1410,8
NU,1412,1
NU,1654,1
NU,1701,11
NU,1712,2
NU,1750,1
NU,1801,1
NU,1805,1
NU,1811,42
NU,2001,2
NU,2030,4
NU,2210,158
NV,6,18
NV,17,143
NV,18,1151
NV,19,33
NV,20,330
NV,21,28
NV,28,639
NV,29,60
NV,30,11
NV,50,1
NV,60,1
NV,62,10
NV,80,2239
NV,81,3165
NV,83,2989
NV,85,454
NV,86,625
NV,89,182
NV,99,9
NV,101,476
NV,102,6
NV,110,3
NV,130,21
NV,131,7
NV,132,1461
NV,134,1
NV,142,1
NV,150,54
NV,170,52
NV,180,321
NV,181,10
NV,184,2
NV,185,170
NV,186,14
NV,187,9
NV,188,100
NV,189,81
NV,190,3
NV,193,52
NV,201,3004
NV,203,2017
NV,260,278
NV,299,4
NV,301,4981
NV,303,2452
NV,304,10
NV,305,193
NV,306,48
NV,308,42
NV,309,2
NV,313,1
NV,318,1096
NV,326,372
NV,332,12
NV,335,128
NV,340,2924
NV,341,600
NV,342,181
NV,343,10842
NV,344,554
NV,346,6307
NV,356,2
NV,360,2
NV,361,15
NV,382,10
NV,390,17
NV,391,689
NV,392,27
NV,394,5
NV,399,172
NV,401,427
NV,403,33
NV,404,38
NV,408,12
NV,413,20
NV,414,11
NV,415,5
NV,430,1
NV,437,2
NV,458,1
NV,460,20
NV,462,9
NV,480,2
NV,482,2
NV,486,18
NV,499,2
NV,501,5768
NV,503,1054
NV,505,248
NV,510,756
NV,511,317
NV,525,11
NV,530,1
NV,544,1
NV,560,10
NV,561,2
NV,570,1
NV,599,37
NV,601,149
NV,602,327
NV,603,69
NV,610,1787
NV,620,222
NV,621,17
NV,622,50
NV,630,34
NV,631,15
NV,633,67
NV,635,5
NV,636,44
NV,638,7
NV,640,666
NV,642,6
NV,644,140
NV,645,126
NV,646,27
NV,647,142
NV,648,8
NV,649,67
NV,651,50
NV,660,213
NV,661,267
NV,662,14
NV,665,66
NV,667,3
NV,668,1
NV,669,51
NV,670,7
NV,671,355
NV,673,2
NV,675,423
NV,679,581
NV,680,78
NV,681,308
NV,682,69
NV,683,71
NV,685,1
NV,688,4
NV,690,317
NV,698,8
NV,701,1
NV,801,5901
NV,802,6842
NV,803,39
NV,804,69
NV,806,403
NV,807,19
NV,808,426
NV,809,11
NV,810,854
NV,819,677
NV,830,8049
NV,840,2675
NV,850,2601
NV,854,1864
NV,855,7884
NV,856,3842
NV,858,13
NV,861,2234
NV,871,886
NV,873,105
NV,893,427
NV,895,212
NV,896,534
NV,899,430
NV,901,24
NV,904,2
NV,905,814
NV,930,1
NV,950,218
NV,962,90
NV,963,1
NV,967,9
NV,986,130
NV,998,64
NV,999,3
NV,1001,62
NV,1008,30
NV,1010,27
NV,1015,58
NV,1016,56
NV,1020,13
NV,1021,1
NV,1035,476
NV,1040,23
NV,1046,1
NV,1051,1
NV,1054,3
NV,1056,1
NV,1060,37
NV,1071,62
NV,1082,46
NV,1083,170
NV,1084,191
NV,1087,11
NV,1099,4
NV,1101,2997
NV,1102,5438
NV,1103,64
NV,1104,11
NV,1105,370
NV,1106,111
NV,1107,3
NV,1109,8
NV,1130,7
NV,1150,273
NV,1152,1848
NV,1160,1
NV,1170,173
NV,1171,12
NV,1173,521
NV,1176,12
NV,1199,26
NV,1222,52
NV,1301,713
NV,1306,404
NV,1310,1114
NV,1311,1303
NV,1313,18
NV,1315,7
NV,1316,2
NV,1320,595
NV,1321,8
NV,1330,71
NV,1340,95
NV,1341,31
NV,1350,43
NV,1360,240
NV,1361,1
NV,1370,11
NV,1371,9
NV,1372,1
NV,1373,13
NV,1384,10
NV,1399,32
NV,1410,81
NV,1411,148
NV,1412,68
NV,1420,34
NV,1421,6
NV,1499,4
NV,1501,8
NV,1515,1284
NV,1520,745
NV,1521,1
NV,1529,22
NV,1530,22
NV,1531,1
NV,1550,3979
NV,1599,83
NV,1601,2021
NV,1603,102
NV,1630,1
NV,1640,528
NV,1654,10
NV,1667,17
NV,1670,1532
NV,1701,1061
NV,1702,579
NV,1710,455
NV,1712,1567
NV,1720,21
NV,1725,21
NV,1730,1
NV,1740,107
NV,1750,285
NV,1801,419
NV,1802,18
NV,1805,14
NV,1810,42
NV,1811,1110
NV,1825,3
NV,1899,1
NV,1910,1884
NV,2001,498
NV,2003,1026
NV,2005,1279
NV,2010,616
NV,2030,77
NV,2032,13
NV,2091,3
NV,2099,4
NV,2101,99
NV,2102,532
NV,2130,232
NV,2131,25
NV,2144,8
NV,2150,435
NV,2151,453
NV,2152,275
NV,2161,10
NV,2181,14
NV,2210,11029
NV,2299,14
NV,2501,10
NV,2502,91
NV,2504,19
NV,2601,25
NV,2602,167
NV,2604,974
NV,2606,258
NV,2608,7
NV,2610,271
NV,2801,109
NV,2805,2639
NV,2810,319
NV,2854,148
NV,2892,260
NV,3101,1
NV,3105,346
NV,3106,9
NV,3111,1
NV,3306,47
NV,3314,1
NV,3359,222
NV,3378,46
NV,3401,70
NV,3414,1544
NV,3416,187
NV,3501,124
NV,3502,130
NV,3515,1
NV,3546,4
NV,3566,176
NV,3601,18
NV,3602,10
NV,3603,40
NV,3604,34
NV,3606,25
NV,3610,585
NV,3701,29
NV,3703,1748
NV,3705,385
NV,3707,18
NV,3711,82
NV,3712,13
NV,3725,4
NV,3769,11
NV,3801,237
NV,3802,22
NV,3806,1906
NV,3808,118
NV,3809,49
NV,3820,1225
NV,3869,9
NV,3901,1
NV,4010,47
NV,4101,14
NV,4102,1863
NV,4104,14
NV,4201,24
NV,4204,2590
NV,4206,176
NV,4255,21
NV,4301,48
NV,4352,629
NV,4361,4
NV,4373,34
NV,4601,21
NV,4602,16
NV,4604,56
NV,4605,160
NV,4607,178
NV,4616,10
NV,4701,1591
NV,4714,52
NV,4715,2
NV,4717,20
NV,4737,12
NV,4741,1
NV,4742,203
NV,4745,3
NV,4749,841
NV,4801,8
NV,4804,59
NV,4805,22
NV,4818,3
NV,4819,2
NV,4840,122
NV,4850,5
NV,5003,11
NV,5026,62
NV,5042,1
NV,5048,6
NV,5201,21
NV,5205,20
NV,5210,1710
NV,5220,577
NV,5221,49
NV,5301,519
NV,5306,650
NV,5309,111
NV,5313,10
NV,5317,1
NV,5323,5
NV,5334,2737
NV,5350,221
NV,5352,246
NV,5378,97
NV,5401,27
NV,5402,206
NV,5406,77
NV,5407,78
NV,5408,128
NV,5409,102
NV,5413,202
NV,5415,7
NV,5419,22
NV,5423,87
NV,5701,41
NV,5703,578
NV,5704,21
NV,5705,59
NV,5716,198
NV,5725,325
NV,5736,14
NV,5737,7
NV,5738,2
NV,5767,3
NV,5782,32
NV,5786,44
NV,5788,35
NV,5801,47
NV,5803,1113
NV,5806,32
NV,5823,185
NV,5876,21
NV,6501,13
NV,6502,69
NV,6511,6
NV,6517,7
NV,6601,1
NV,6605,13
NV,6610,105
NV,6641,193
NV,6652,64
NV,6656,4
NV,6901,51
NV,6904,190
NV,6907,901
NV,6910,219
NV,6912,73
NV,6913,148
NV,6968,108
NV,7001,3
NV,7002,60
NV,7006,12
NV,7009,37
NV,7301,2
NV,7304,34
NV,7305,3
NV,7401,1
NV,7402,3
NV,7404,102
NV,7408,47
NV,7601,2
NV,7603,1
NV,8201,20
NV,8255,294
NV,8268,6
NV,8601,3
NV,8602,251
NV,8610,6
NV,8801,264
NV,8840,79
NV,8852,835
NV,8862,74
NV,9902,84
NV,9903,1
NV,9904,32
NV,9905,97
NV,9906,163
NV,9907,249
NV,9908,61
NV,9914,9
NV,9915,24
NV,9917,28
NV,9918,11
NV,9919,7
NV,9920,82
NV,9921,4
NV,9923,205
NV,9924,232
NV,9925,840
NV,9928,144
NV,9929,30
NV,9930,39
NV,9931,82
NV,9932,81
NV,9933,137
NV,9934,338
NV,9936,30
NV,9939,27
NV,9940,14
NV,9942,96
NV,9944,83
NV,9945,65
NV,9952,134
NV,9954,72
NV,9955,20
NV,9957,226
NV,9961,5
NV,9965,86
NV,9968,39
NV,9971,39
NV,9972,27
NV,9973,97
NV,9975,87
NV,9976,62
NV,9982,24
NV,9985,610
NV,9988,50
NV,9991,41
NV,9993,87
NV,9994,112
NV,9995,118
NV,9996,45
NV,9997,62
NV,9998,129
NV,9999,18
OM,18,1
OM,80,97
OM,86,131
OM,89,12
OM,110,2
OM,132,17
OM,180,49
OM,201,370
OM,203,14
OM,260,5
OM,299,2
OM,301,204
OM,303,52
OM,305,1
OM,306,36
OM,308,3
OM,318,2
OM,332,5
OM,335,8
OM,340,193
OM,341,16
OM,342,12
OM,343,425
OM,344,31
OM,391,7
OM,399,5
OM,501,45
OM,503,1
OM,505,2
OM,510,33
OM,511,83
OM,525,6
OM,560,19
OM,601,25
OM,610,5
OM,660,1
OM,901,332
OM,905,32
OM,950,52
OM,962,365
OM,986,3
OM,1035,8
OM,1071,1
OM,1082,3
OM,1084,3
OM,1101,7
OM,1102,64
